d,M,99,99, , , 
x, ,99,99,1,2,2
a,M,99,99, , , 
a,M,99,99,1,2,2
a,M,99,99, , , 
a,M,99,99,1,2,2
a,M,99,99, , , 
a,M,99,99,1,2,2
a,M,99,99, , , 
a,M,99,99,1,2,2
a,M,99,99, , , 
a,M,99,99,1,2,2
a,M,99,99, , , 
a,M,99,99,1,2,2
a,M,99,99, , , 
a,M,99,99,1,2,2
a,M,99,99, , , 
a,M,99,99,1,2,2
a,M,99,99, , , 
a,M,99,99,1,2,2
a,M,99,99, , , 
a,4,2 ,2 ,4,4,2
a, ,2 ,2 , , , 
a, ,2 ,2 ,4,4,2
a, ,2 ,2 , , , 
a,2,2 ,2 ,4,4,2
a, ,2 ,2 , , , 
a, ,2 ,2 ,4,4,2
a, ,2 ,2 , , , 
a,1,2 ,2 ,4,4,2
a, ,2 ,2 , , , 
a, ,2 ,2 ,4,4,2
w,M,99,99, , , 
w,M,99,99,4,4,2
d,M,99,99, , , 
d,M,99,99,4,4,2
d,M,99,99, , , 
d,M,99,99,4,4,2
d,M,99,99, , , 
d,M,99,99,4,4,2
d,M,99,99, , , 
d, ,99,99,2,4,3
d,M,99,99, , , 
d,M,99,99,2,4,3
d,M,99,99, , , 
x,M,99,99,2,4,3
x,M,99,99, , , 
d,M,99,99,2,4,3
d,M,99,99, , , 
d,M,99,99,2,4,3
d,M,99,99, , , 
d,M,99,99,2,4,3
d,M,99,99, , , 
d,M,99,99,2,4,3
d,M,99,99, , , 
d,M,99,99,2,4,3
d,M,99,99, , , 
d,M,99,99,2,4,3
d,M,99,99, , , 
d,M,99,99,2,4,3
w,M,99,99, , , 
w,4,2 ,2 ,3,1,3
d, ,2 ,2 , , , 
d, ,2 ,2 ,3,1,3
x, ,2 ,2 , , , 
x,1,2 ,2 ,3,1,3
d, ,2 ,2 , , , 
d, ,2 ,2 ,3,1,3
d, ,2 ,2 , , , 
d,1,2 ,2 ,3,1,3
x, ,2 ,2 , , , 
x, ,2 ,2 ,3,1,3
x, ,2 ,2 , , , 
x,4,2 ,2 ,3,1,3
x, ,2 ,2 , , , 
x, ,2 ,2 ,3,1,3
x, ,2 ,2 , , , 
a,1,2 ,2 ,3,1,3
w, ,2 ,2 , , , 
w, ,2 ,2 ,3,1,3
w, ,2 ,2 , , , 
w, ,99,99,4,3,3
w,M,99,99, , , 
w,M,99,99,4,3,3
a,M,99,99, , , 
x,M,99,99,4,3,3
x,M,99,99, , , 
x,M,99,99,4,3,3
x,M,99,99, , , 
x,M,99,99,4,3,3
w,M,99,99, , , 
w,M,99,99,4,3,3
w,M,99,99, , , 
w,M,99,99,4,3,3
a,M,99,99, , , 
x,M,99,99,4,3,3
x,M,99,99, , , 
x,M,99,99,4,3,3
x,M,99,99, , , 
x,M,99,99,4,3,3
a,M,99,99, , , 
w,4,2 ,2 ,1,3,1
w, ,2 ,2 , , , 
w, ,2 ,2 ,1,3,1
w,M,99,99, , , 
w,M,99,99,1,3,1
a,M,99,99, , , 
x,M,99,99,1,3,1
x,M,99,99, , , 
x,M,99,99,1,3,1
x,M,99,99, , , 
x,M,99,99,1,3,1
a,M,99,99, , , 
w,M,99,99,1,3,1
w,M,99,99, , , 
w,M,99,99,1,3,1
w,M,99,99, , , 
w,M,99,99,1,3,1
d,M,99,99, , , 
d,M,99,99,1,3,1
d,M,99,99, , , 
x, ,99,99,2,2,3
x,M,99,99, , , 
x,M,99,99,2,2,3
x,M,99,99, , , 
x,M,99,99,2,2,3
d,M,99,99, , , 
d,M,99,99,2,2,3
a,M,99,99, , , 
a,M,99,99,2,2,3
a,M,99,99, , , 
a,M,99,99,2,2,3
a,M,99,99, , , 
a,M,99,99,2,2,3
a,M,99,99, , , 
a,M,99,99,2,2,3
a,M,99,99, , , 
a,M,99,99,2,2,3
a,M,99,99, , , 
a,M,99,99,2,2,3
a,M,99,99, , , 
a,3,2 ,3 ,1,3,1
a, ,2 ,3 , , , 
a, ,2 ,3 ,1,3,1
a, ,2 ,3 , , , 
a,2,2 ,3 ,1,3,1
a, ,2 ,3 , , , 
a, ,2 ,3 ,1,3,1
a, ,2 ,3 , , , 
a,3,2 ,3 ,1,3,1
a, ,2 ,3 , , , 
a, ,2 ,3 ,1,3,1
a, ,2 ,3 , , , 
a,2,2 ,3 ,1,3,1
a,M,99,99, , , 
a,M,99,99,1,3,1
a,M,99,99, , , 
w,M,99,99,1,3,1
w,M,99,99, , , 
w,M,99,99,1,3,1
w,M,99,99, , , 
w, ,99,99,1,3,1
x,M,99,99, , , 
x,M,99,99,1,3,1
d,M,99,99, , , 
d,M,99,99,1,3,1
d,M,99,99, , , 
x,M,99,99,1,3,1
w,M,99,99, , , 
w,M,99,99,1,3,1
w,M,99,99, , , 
w,M,99,99,1,3,1
w,M,99,99, , , 
d,M,99,99,1,3,1
d,M,99,99, , , 
d,M,99,99,1,3,1
d,M,99,99, , , 
d,M,99,99,1,3,1
d,M,99,99, , , 
d,M,99,99,1,3,1
d,M,99,99, , , 
d,1,2 ,3 ,1,3,1
d, ,2 ,3 , , , 
d, ,2 ,3 ,1,3,1
d, ,2 ,3 , , , 
a,4,2 ,3 ,1,3,1
a,M,99,99, , , 
a,M,99,99,1,3,1
a,M,99,99, , , 
a,M,99,99,1,3,1
a,M,99,99, , , 
a,M,99,99,1,3,1
a,M,99,99, , , 
a,M,99,99,1,3,1
a,M,99,99, , , 
a,M,99,99,1,3,1
a,M,99,99, , , 
x,M,99,99,1,3,1
x,M,99,99, , , 
x,M,99,99,1,3,1
a,M,99,99, , , 
a, ,99,99,2,1,2
w,M,99,99, , , 
w,
